"kcmc","xskcdm","kcdm","xf","kclb","kkxy","category","dl","lx"
"拓扑数据处理","MATH3503M（82120050）","MATH3503M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"跆拳道（初级）","PPAE0039G（40102103）","PPAE0039G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"跆拳道（中级）","PPAE0040G（40102105）","PPAE0040G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"太极拳","EDU3031M（03121851）","EDU3031M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"太极拳（初级）","PPAE0041G（40102101）","PPAE0041G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"太极拳（高级）","PPAE0043G（40102106）","PPAE0043G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"太极拳（国际生）","PPAE0304G","PPAE0304G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"太极拳（中级）","PPAE0042G（40102104）","PPAE0042G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"太极柔力球（初级）","PPAE0044G（40102117）","PPAE0044G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"太阳电池材料","MSE3112M（63120020）","MSE3112M","2.0","专业课","材料科学与工程学院","所有类（专业）","zy_qb","bl"
"太阳能","60120111","60120111","3.0","专业课","能源工程学院","所有类（专业）","zy_qb","bl"
"探索人类语言的奥秘","SIS0301G","SIS0301G","3.0","通识","外国语学院","全部课程","xk_n","bl"
"探索性化学实验","CHEM2203M（77120250）","CHEM2203M","3.0","专业课","化学系","所有类（专业）","zy_qb","bl"
"唐诗经典研读","LIT0900G（0411S001）","LIT0900G","3.0","通识","文学院","全部课程","xk_n","bl"
"唐宋诗歌研究","LIT3106M（04197550）","LIT3106M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"特殊函数：从组合数学到微积分","MATH0001M（82190160）","MATH0001M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"特种电机及驱动技术","EE3367M（10193880）","EE3367M","2.0","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"特种作物栽培学","CAB3111M（16121750）","CAB3111M","1.5","专业课","农业与生物技术学院","所有类（专业）","zy_qb","bl"
"体操","EDU1008M（03123050）","EDU1008M","4.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"体力活动流行病学","EDU3032M（03123610）","EDU3032M","3.0","专业课","教育学院","国际化课程","gjhkc","zl"
"体能训练","EDU3033M（03123010）","EDU3033M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"体适能","PPAE0046G（40100903）","PPAE0046G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育概论","EDU1009M（03121180）","EDU1009M","2.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"体育竞赛学","EDU2022M（03192270）","EDU2022M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"体育课程与教学论","EDU3036M（03123090）","EDU3036M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"体育统计学","EDU2023M（03120430）","EDU2023M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"体育舞蹈","PPAE0047G（40101703）","PPAE0047G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育心理学","EDU2024M（03121052）","EDU2024M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"体育训练与比赛（B类队-健美操）","PPAE0101G（40105100）","PPAE0101G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-啦啦操）","PPAE0102G（40105117）","PPAE0102G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-龙舟）","PPAE0103G（40105112）","PPAE0103G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-男子篮球）","PPAE0104G（40105101）","PPAE0104G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-男子排球）","PPAE0105G（40105102）","PPAE0105G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-男子足球）","PPAE0106G（40105103）","PPAE0106G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-女子篮球）","PPAE0107G（40105104）","PPAE0107G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-女子排球）","PPAE0108G（40105105）","PPAE0108G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-女子足球）","PPAE0109G（40105115）","PPAE0109G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-乒乓球）","PPAE0110G（40105106）","PPAE0110G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-田径）","PPAE0111G（40105116）","PPAE0111G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-网球）","PPAE0112G（40105108）","PPAE0112G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-武术）","PPAE0113G（40105109）","PPAE0113G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-游泳）","PPAE0114G（40105110）","PPAE0114G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（B类队-羽毛球）","PPAE0115G（40105111）","PPAE0115G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-橄榄球）","PPAE0201G（40106101）","PPAE0201G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-攀岩）","PPAE0202G（40106104）","PPAE0202G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-皮划艇）","PPAE0203G（40106109）","PPAE0203G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-桥牌）","PPAE0204G（40106106）","PPAE0204G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-赛艇）","PPAE0205G（40106111）","PPAE0205G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-跆拳道）","PPAE0206G（40106112）","PPAE0206G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛（C类队-舞龙舞狮）","PPAE0207G（40106108）","PPAE0207G","1.0","通识","公共体育与艺术部","体育课程","xk_8","bl"
"体育训练与比赛Ⅵ","03188450","03188450","5.0","专业课","公共体育与艺术部","所有类（专业）","zy_qb","bl"
"体育训练与比赛Ⅷ","03188470","03188470","5.0","专业课","公共体育与艺术部","所有类（专业）","zy_qb","bl"
"体育训练与比赛Ⅹ","03188490","03188490","5.0","专业课","公共体育与艺术部","所有类（专业）","zy_qb","bl"
"体育英语","EDU2025M（03192140）","EDU2025M","2.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"体育Ⅶ--体测与锻炼","481E0090","481E0090","0.5","通识","公共体育与艺术部","全部课程","xk_b","bl"
"体育Ⅷ--体测与锻炼","481E0100","481E0100","0.5","通识","公共体育与艺术部","全部课程","xk_b","bl"
"天气分析和预报","06120450","06120450","3.0","专业课","地球科学学院","所有类（专业）","zy_qb","bl"
"天然高分子","PSE3208M（65190020）","PSE3208M","2.0","专业课","高分子科学与工程学系","跨类(专业)选课","xk_1_1","bl"
"天然药物化学","CBE3012M（09191120）","CBE3012M","2.0","专业课","化学工程与生物工程学院","所有类（专业）","zy_qb","bl"
"天然药物化学","PHAR2004M（19120452）","PHAR2004M","2.0","专业课","药学院","所有类（专业）","zy_qb","bl"
"天然药物化学实验","PHAR2005M（19190720）","PHAR2005M","1.0","专业课","药学院","所有类（专业）","zy_qb","bl"
"天文学导论","PHY0403G（7614N004）","PHY0403G","2.0","通识","物理学院","全部课程","xk_n","bl"
"田径理论与实践Ⅱ","EDU2027M（03123110）","EDU2027M","3.0","专业课","教育学院","所有类（专业）","zy_qb","bl"
"田径Ⅱ","EDU1011M（03122890）","EDU1011M","3.0","专业课","教育学院","跨类(专业)选课","xk_1_1","bl"
"田野考古","SAA3018M（04196370）","SAA3018M","2.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"田野考古实践教学","SAA3022M（56189030）","SAA3022M","8.0","专业课","艺术与考古学院","qbkc","xk_rdxkc",""
"听译Ⅱ","SIS2603M（05125550）","SIS2603M","1.5","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"通信信号处理基础","ISEE3066M（85120180）","ISEE3066M","2.0","专业课","信息与电子工程学院","所有类（专业）","zy_qb","bl"
"通信原理","EE3506M（10192021）","EE3506M","2.5","专业课","电气工程学院","所有类（专业）","zy_qb","bl"
"通信原理实验","ISEE3068M（67120190）","ISEE3068M","1.0","专业课","信息与电子工程学院","所有类（专业）","zy_qb","bl"
"通用英语能力提升","SIS3001G","SIS3001G","1.0","通识","外国语学院","全部课程","xk_b","bl"
"同传基础","SIS3603M（05196560）","SIS3603M","2.0","专业课","外国语学院","所有类（专业）","zy_qb","bl"
"同调代数","MATH3205M（06191500）","MATH3205M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"同理心与沟通技巧","PSY1001M（79190060）","PSY1001M","1.5","专业课","心理与行为科学系","qbkc","xk_rdxkc",""
"统计计算","MATH3404M（82120200）","MATH3404M","4.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"统计学习","MATH3403M（82120020）","MATH3403M","3.0","专业课","数学科学学院","所有类（专业）","zy_qb","bl"
"投资学","ECON2015M（01186020）","ECON2015M","3.0","专业课","经济学院","所有类（专业）","zy_qb","bl"
"投资学","MGMT2031M（20196700）","MGMT2031M","3.0","专业课","管理学院","所有类（专业）","zy_qb","bl"
"图灵研讨班课Ⅱ","CS2296M","CS2296M","1.0","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"图像信息处理","CS2091M（21121320）","CS2091M","2.5","专业课","计算机科学与技术学院","所有类（专业）","zy_qb","bl"
"土地测量学","PA2022M（24120751）","PA2022M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土地法学","PA2025M（14120350）","PA2025M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土地利用与景观生态","PA3047M（24122570）","PA3047M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土地生态管理","PA2031M（24196230）","PA2031M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土地信息系统工程设计实习","PA4004M（24189180）","PA4004M","1.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土地资源管理研究方法","PA3042M（24196260）","PA3042M","2.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土地资源学","PA2023M（24120841）","PA2023M","3.0","专业课","公共管理学院","所有类（专业）","zy_qb","bl"
"土力学","CCEA3726M（12123070）","CCEA3726M","2.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"土力学实验","CCEA3725M（12121550）","CCEA3725M","0.5","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"土木、水利与交通工程导论","CCEA1702M","CCEA1702M","1.5","专业课","建筑工程学院","跨类(专业)选课","xk_1_1","bl"
"土木工程施工","CCEA3721M（12121670）","CCEA3721M","3.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"土木工程信息化","CCEA3746M（12123030）","CCEA3746M","1.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"土壤改良与水土保持","ENVR3305M（14193120）","ENVR3305M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"土壤学","ENVR2304M（14120472）","ENVR2304M","4.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"土壤学实验","ENVR2305M（14121420）","ENVR2305M","1.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"土壤与全球变化","ENVR3304M（14121590）","ENVR3304M","1.5","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"土壤与植物营养","ENVR2316M（14187012）","ENVR2316M","2.0","专业课","环境与资源学院","所有类（专业）","zy_qb","bl"
"推进系统原理","AA3025M（26120091）","AA3025M","2.5","专业课","航空航天学院","所有类（专业）","zy_qb","bl"
"托福听力","SIS1019G（051F0660）","SIS1019G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"托福写作","SIS1020G（051F0670）","SIS1020G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"托福阅读","SIS1022G（051F0690）","SIS1022G","1.5","通识","外国语学院","全部课程","xk_b","bl"
"外国建筑史","CCEA2118M","CCEA2118M","2.0","专业课","建筑工程学院","所有类（专业）","zy_qb","bl"
"外国考古","SAA2017M（56190070）","SAA2017M","2.0","专业课","艺术与考古学院","所有类（专业）","zy_qb","bl"
"外国史学史","HIST2022M（04128430）","HIST2022M","3.0","专业课","历史学院","所有类（专业）","zy_qb","bl"
"外国影片分析","LIT3111M（04125460）","LIT3111M","2.0","专业课","文学院","所有类（专业）","zy_qb","bl"
"外汇交易系统","CS3188M（22120300）","CS3188M","1.5","专业课","软件学院","所有类（专业）","zy_qb","bl"
"外科实习","MED5522M（18188480）","MED5522M","12.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"外科实习","MED5544M（70180183）","MED5544M","10.0","专业课","临床医学系","所有类（专业）","zy_qb","bl"
"外科学（甲）Ⅰ","70120280","70120280","2.5","专业课","临床医学系","所有类（专业）","zy_qb","bl"
